id,timestamp,device,metric_name,value,unit,quality
769,2026-07-05 01:49:49.769,dev-001,temperature,756.07,C,GOOD
770,2026-07-05 02:50:50.770,dev-002,pressure,760.79,V,GOOD
771,2026-07-05 03:51:51.771,dev-003,current,599.07,C,GOOD
772,2026-07-05 04:52:52.772,dev-004,humidity,667.08,V,UNCERTAIN
773,2026-07-05 05:53:53.773,dev-005,pressure,314.49,A,GOOD
774,2026-07-05 06:54:54.774,dev-006,current,191.63,V,GOOD
775,2026-07-05 07:55:55.775,dev-007,voltage,668.22,C,UNCERTAIN
776,2026-07-05 08:56:56.776,dev-008,humidity,695.32,kPa,GOOD
777,2026-07-05 09:57:57.777,dev-009,voltage,930.81,kPa,GOOD
778,2026-07-05 10:58:58.778,dev-010,current,859.49,kPa,UNCERTAIN
779,2026-07-05 11:59:59.779,dev-011,humidity,329.37,%,GOOD
780,2026-07-05 12:00:00.780,dev-012,temperature,288.98,%,GOOD
781,2026-07-05 13:01:01.781,dev-013,current,756.45,V,UNCERTAIN
782,2026-07-05 14:02:02.782,dev-014,current,682.77,kPa,UNCERTAIN
783,2026-07-05 15:03:03.783,dev-015,voltage,644.69,%,GOOD
784,2026-07-05 16:04:04.784,dev-016,humidity,49.56,%,GOOD
785,2026-07-05 17:05:05.785,dev-017,humidity,783.70,V,GOOD
786,2026-07-05 18:06:06.786,dev-018,temperature,691.22,kPa,GOOD
787,2026-07-05 19:07:07.787,dev-019,current,337.72,kPa,GOOD
788,2026-07-05 20:08:08.788,dev-020,humidity,307.31,A,GOOD
789,2026-07-05 21:09:09.789,dev-021,temperature,970.48,kPa,GOOD
790,2026-07-05 22:10:10.790,dev-022,humidity,333.80,kPa,UNCERTAIN
791,2026-07-05 23:11:11.791,dev-023,humidity,506.02,kPa,GOOD
792,2026-07-06 00:12:12.792,dev-024,humidity,124.99,V,GOOD
793,2026-07-06 01:13:13.793,dev-025,current,665.47,%,UNCERTAIN
794,2026-07-06 02:14:14.794,dev-026,voltage,648.53,V,GOOD
795,2026-07-06 03:15:15.795,dev-027,humidity,906.56,C,UNCERTAIN
796,2026-07-06 04:16:16.796,dev-028,voltage,718.03,%,UNCERTAIN
797,2026-07-06 05:17:17.797,dev-029,current,681.65,kPa,UNCERTAIN
798,2026-07-06 06:18:18.798,dev-030,current,52.57,C,GOOD
799,2026-07-06 07:19:19.799,dev-031,humidity,221.90,%,GOOD
800,2026-07-06 08:20:20.800,dev-032,humidity,910.36,A,GOOD
801,2026-07-06 09:21:21.801,dev-033,humidity,801.00,%,GOOD
802,2026-07-06 10:22:22.802,dev-034,humidity,167.06,%,GOOD
803,2026-07-06 11:23:23.803,dev-035,temperature,470.13,V,UNCERTAIN
804,2026-07-06 12:24:24.804,dev-036,humidity,731.51,C,GOOD
805,2026-07-06 13:25:25.805,dev-037,temperature,746.13,kPa,UNCERTAIN
806,2026-07-06 14:26:26.806,dev-038,voltage,821.44,%,GOOD
807,2026-07-06 15:27:27.807,dev-039,pressure,121.16,kPa,GOOD
808,2026-07-06 16:28:28.808,dev-040,temperature,644.51,V,GOOD
809,2026-07-06 17:29:29.809,dev-041,pressure,763.98,A,GOOD
810,2026-07-06 18:30:30.810,dev-042,temperature,901.38,A,GOOD
811,2026-07-06 19:31:31.811,dev-043,voltage,532.31,V,GOOD
812,2026-07-06 20:32:32.812,dev-044,temperature,855.86,A,GOOD
813,2026-07-06 21:33:33.813,dev-045,pressure,81.09,V,GOOD
814,2026-07-06 22:34:34.814,dev-046,current,831.86,%,GOOD
815,2026-07-06 23:35:35.815,dev-047,humidity,139.76,%,GOOD
816,2026-07-07 00:36:36.816,dev-048,pressure,135.50,V,UNCERTAIN
817,2026-07-07 01:37:37.817,dev-049,temperature,545.18,kPa,GOOD
818,2026-07-07 02:38:38.818,dev-050,current,688.86,V,GOOD
819,2026-07-07 03:39:39.819,dev-051,voltage,690.17,C,UNCERTAIN
820,2026-07-07 04:40:40.820,dev-052,pressure,233.52,kPa,GOOD
821,2026-07-07 05:41:41.821,dev-053,temperature,164.35,C,GOOD
822,2026-07-07 06:42:42.822,dev-054,humidity,439.03,kPa,GOOD
823,2026-07-07 07:43:43.823,dev-055,pressure,931.72,kPa,UNCERTAIN
824,2026-07-07 08:44:44.824,dev-056,humidity,564.94,kPa,GOOD
825,2026-07-07 09:45:45.825,dev-057,current,560.42,C,GOOD
826,2026-07-07 10:46:46.826,dev-058,voltage,660.85,kPa,GOOD
827,2026-07-07 11:47:47.827,dev-059,voltage,151.95,kPa,UNCERTAIN
828,2026-07-07 12:48:48.828,dev-060,pressure,763.49,A,GOOD
829,2026-07-07 13:49:49.829,dev-061,voltage,45.40,A,GOOD
830,2026-07-07 14:50:50.830,dev-062,temperature,801.03,kPa,GOOD
831,2026-07-07 15:51:51.831,dev-063,temperature,677.67,C,GOOD
832,2026-07-07 16:52:52.832,dev-064,voltage,884.09,V,GOOD
833,2026-07-07 17:53:53.833,dev-065,pressure,659.92,V,GOOD
834,2026-07-07 18:54:54.834,dev-066,pressure,690.32,C,UNCERTAIN
835,2026-07-07 19:55:55.835,dev-067,current,865.78,kPa,GOOD
836,2026-07-07 20:56:56.836,dev-068,humidity,236.47,%,UNCERTAIN
837,2026-07-07 21:57:57.837,dev-069,humidity,589.31,V,GOOD
838,2026-07-07 22:58:58.838,dev-070,voltage,472.51,A,UNCERTAIN
839,2026-07-07 23:59:59.839,dev-071,current,987.65,A,UNCERTAIN
840,2026-07-08 00:00:00.840,dev-072,humidity,72.25,%,GOOD
841,2026-07-08 01:01:01.841,dev-073,voltage,193.69,V,GOOD
842,2026-07-08 02:02:02.842,dev-074,current,265.37,A,GOOD
843,2026-07-08 03:03:03.843,dev-075,voltage,428.68,C,GOOD
844,2026-07-08 04:04:04.844,dev-076,pressure,374.16,A,UNCERTAIN
845,2026-07-08 05:05:05.845,dev-077,pressure,15.84,kPa,GOOD
846,2026-07-08 06:06:06.846,dev-078,pressure,639.96,C,GOOD
847,2026-07-08 07:07:07.847,dev-079,humidity,586.72,C,UNCERTAIN
848,2026-07-08 08:08:08.848,dev-080,current,880.43,kPa,GOOD
849,2026-07-08 09:09:09.849,dev-081,current,908.51,A,GOOD
850,2026-07-08 10:10:10.850,dev-082,current,234.54,kPa,GOOD
851,2026-07-08 11:11:11.851,dev-083,current,257.04,C,GOOD
852,2026-07-08 12:12:12.852,dev-084,temperature,308.70,V,GOOD
853,2026-07-08 13:13:13.853,dev-085,pressure,258.28,A,UNCERTAIN
854,2026-07-08 14:14:14.854,dev-086,humidity,395.59,V,GOOD
855,2026-07-08 15:15:15.855,dev-087,pressure,982.60,C,GOOD
856,2026-07-08 16:16:16.856,dev-088,temperature,130.04,kPa,GOOD
857,2026-07-08 17:17:17.857,dev-089,current,885.27,A,UNCERTAIN
858,2026-07-08 18:18:18.858,dev-090,voltage,87.98,V,GOOD
859,2026-07-08 19:19:19.859,dev-091,voltage,71.65,kPa,UNCERTAIN
860,2026-07-08 20:20:20.860,dev-092,temperature,866.92,V,GOOD
861,2026-07-08 21:21:21.861,dev-093,pressure,78.44,V,GOOD
862,2026-07-08 22:22:22.862,dev-094,humidity,605.45,%,GOOD
863,2026-07-08 23:23:23.863,dev-095,current,824.68,%,UNCERTAIN
864,2026-07-09 00:24:24.864,dev-096,humidity,427.60,C,GOOD
865,2026-07-09 01:25:25.865,dev-097,pressure,424.71,V,UNCERTAIN
866,2026-07-09 02:26:26.866,dev-098,temperature,655.00,kPa,GOOD
867,2026-07-09 03:27:27.867,dev-099,current,922.13,C,UNCERTAIN
868,2026-07-09 04:28:28.868,dev-100,humidity,921.60,%,GOOD
869,2026-07-09 05:29:29.869,dev-101,humidity,780.63,%,GOOD
870,2026-07-09 06:30:30.870,dev-102,humidity,431.85,C,UNCERTAIN
871,2026-07-09 07:31:31.871,dev-103,pressure,448.07,C,UNCERTAIN
872,2026-07-09 08:32:32.872,dev-104,humidity,227.98,%,GOOD
873,2026-07-09 09:33:33.873,dev-105,humidity,742.49,V,GOOD
874,2026-07-09 10:34:34.874,dev-106,humidity,763.51,%,GOOD
875,2026-07-09 11:35:35.875,dev-107,current,905.44,%,GOOD
876,2026-07-09 12:36:36.876,dev-108,temperature,519.73,%,GOOD
877,2026-07-09 13:37:37.877,dev-109,humidity,27.64,kPa,GOOD
878,2026-07-09 14:38:38.878,dev-110,pressure,28.86,A,UNCERTAIN
879,2026-07-09 15:39:39.879,dev-111,temperature,534.42,C,GOOD
880,2026-07-09 16:40:40.880,dev-112,current,638.28,C,GOOD
881,2026-07-09 17:41:41.881,dev-113,temperature,321.02,V,UNCERTAIN
882,2026-07-09 18:42:42.882,dev-114,temperature,858.97,%,UNCERTAIN
883,2026-07-09 19:43:43.883,dev-115,voltage,186.09,%,UNCERTAIN
884,2026-07-09 20:44:44.884,dev-116,current,921.05,kPa,GOOD
885,2026-07-09 21:45:45.885,dev-117,voltage,459.94,A,GOOD
886,2026-07-09 22:46:46.886,dev-118,current,844.95,%,UNCERTAIN
887,2026-07-09 23:47:47.887,dev-119,voltage,461.59,kPa,UNCERTAIN
888,2026-07-10 00:48:48.888,dev-120,voltage,369.40,V,GOOD
889,2026-07-10 01:49:49.889,dev-121,humidity,271.58,kPa,GOOD
890,2026-07-10 02:50:50.890,dev-122,pressure,213.03,V,GOOD
891,2026-07-10 03:51:51.891,dev-123,humidity,968.86,A,GOOD
892,2026-07-10 04:52:52.892,dev-124,humidity,981.39,kPa,GOOD
893,2026-07-10 05:53:53.893,dev-125,temperature,90.96,%,GOOD
894,2026-07-10 06:54:54.894,dev-126,current,241.81,%,UNCERTAIN
895,2026-07-10 07:55:55.895,dev-127,voltage,743.48,kPa,GOOD
896,2026-07-10 08:56:56.896,dev-000,temperature,912.48,kPa,UNCERTAIN
897,2026-07-10 09:57:57.897,dev-001,current,284.89,V,UNCERTAIN
898,2026-07-10 10:58:58.898,dev-002,humidity,931.31,V,UNCERTAIN
899,2026-07-10 11:59:59.899,dev-003,current,924.43,A,GOOD
900,2026-07-10 12:00:00.900,dev-004,temperature,456.49,V,UNCERTAIN
901,2026-07-10 13:01:01.901,dev-005,humidity,663.11,kPa,GOOD
902,2026-07-10 14:02:02.902,dev-006,temperature,903.98,%,GOOD
903,2026-07-10 15:03:03.903,dev-007,voltage,916.91,kPa,GOOD
904,2026-07-10 16:04:04.904,dev-008,current,593.86,kPa,GOOD
905,2026-07-10 17:05:05.905,dev-009,humidity,408.90,C,GOOD
906,2026-07-10 18:06:06.906,dev-010,pressure,18.39,V,GOOD
907,2026-07-10 19:07:07.907,dev-011,pressure,615.57,C,GOOD
908,2026-07-10 20:08:08.908,dev-012,current,941.38,kPa,UNCERTAIN
909,2026-07-10 21:09:09.909,dev-013,pressure,434.63,A,GOOD
910,2026-07-10 22:10:10.910,dev-014,temperature,1.55,kPa,GOOD
911,2026-07-10 23:11:11.911,dev-015,pressure,63.71,A,GOOD
912,2026-07-11 00:12:12.912,dev-016,temperature,426.56,kPa,GOOD
913,2026-07-11 01:13:13.913,dev-017,humidity,421.83,C,GOOD
914,2026-07-11 02:14:14.914,dev-018,pressure,36.65,V,GOOD
915,2026-07-11 03:15:15.915,dev-019,humidity,122.95,V,GOOD
916,2026-07-11 04:16:16.916,dev-020,humidity,78.18,V,GOOD
917,2026-07-11 05:17:17.917,dev-021,current,523.08,C,GOOD
918,2026-07-11 06:18:18.918,dev-022,temperature,320.85,C,GOOD
919,2026-07-11 07:19:19.919,dev-023,pressure,210.08,%,GOOD
920,2026-07-11 08:20:20.920,dev-024,pressure,692.59,%,GOOD
921,2026-07-11 09:21:21.921,dev-025,humidity,505.95,A,GOOD
922,2026-07-11 10:22:22.922,dev-026,temperature,155.78,C,GOOD
923,2026-07-11 11:23:23.923,dev-027,humidity,657.55,C,GOOD
924,2026-07-11 12:24:24.924,dev-028,pressure,42.36,%,GOOD
925,2026-07-11 13:25:25.925,dev-029,current,128.75,kPa,GOOD
926,2026-07-11 14:26:26.926,dev-030,voltage,668.20,V,UNCERTAIN
927,2026-07-11 15:27:27.927,dev-031,voltage,909.46,%,GOOD
928,2026-07-11 16:28:28.928,dev-032,voltage,252.21,%,GOOD
929,2026-07-11 17:29:29.929,dev-033,pressure,434.31,C,GOOD
930,2026-07-11 18:30:30.930,dev-034,temperature,882.13,V,GOOD
931,2026-07-11 19:31:31.931,dev-035,voltage,998.70,kPa,GOOD
932,2026-07-11 20:32:32.932,dev-036,temperature,860.58,kPa,GOOD
933,2026-07-11 21:33:33.933,dev-037,current,665.66,%,GOOD
934,2026-07-11 22:34:34.934,dev-038,temperature,425.41,C,GOOD
935,2026-07-11 23:35:35.935,dev-039,current,864.56,V,UNCERTAIN
936,2026-07-12 00:36:36.936,dev-040,voltage,541.80,A,GOOD
937,2026-07-12 01:37:37.937,dev-041,voltage,587.34,kPa,GOOD
938,2026-07-12 02:38:38.938,dev-042,current,37.67,%,UNCERTAIN
939,2026-07-12 03:39:39.939,dev-043,pressure,180.47,A,GOOD
940,2026-07-12 04:40:40.940,dev-044,humidity,894.51,kPa,GOOD
941,2026-07-12 05:41:41.941,dev-045,current,428.98,C,UNCERTAIN
942,2026-07-12 06:42:42.942,dev-046,pressure,336.53,A,GOOD
943,2026-07-12 07:43:43.943,dev-047,humidity,487.15,kPa,GOOD
944,2026-07-12 08:44:44.944,dev-048,voltage,232.15,kPa,GOOD
945,2026-07-12 09:45:45.945,dev-049,humidity,502.24,kPa,GOOD
946,2026-07-12 10:46:46.946,dev-050,voltage,998.44,C,GOOD
947,2026-07-12 11:47:47.947,dev-051,voltage,121.98,C,GOOD
948,2026-07-12 12:48:48.948,dev-052,temperature,327.60,C,GOOD
949,2026-07-12 13:49:49.949,dev-053,humidity,376.08,V,GOOD
950,2026-07-12 14:50:50.950,dev-054,temperature,40.52,kPa,UNCERTAIN
951,2026-07-12 15:51:51.951,dev-055,humidity,133.01,V,GOOD
952,2026-07-12 16:52:52.952,dev-056,current,142.08,kPa,GOOD
953,2026-07-12 17:53:53.953,dev-057,pressure,60.83,kPa,GOOD
954,2026-07-12 18:54:54.954,dev-058,pressure,257.34,V,GOOD
955,2026-07-12 19:55:55.955,dev-059,humidity,574.66,%,GOOD
956,2026-07-12 20:56:56.956,dev-060,humidity,277.93,C,UNCERTAIN
957,2026-07-12 21:57:57.957,dev-061,voltage,773.35,V,UNCERTAIN
958,2026-07-12 22:58:58.958,dev-062,current,63.07,%,UNCERTAIN
959,2026-07-12 23:59:59.959,dev-063,humidity,546.98,kPa,UNCERTAIN
960,2026-07-13 00:00:00.960,dev-064,temperature,293.64,V,GOOD
961,2026-07-13 01:01:01.961,dev-065,humidity,554.99,%,UNCERTAIN
962,2026-07-13 02:02:02.962,dev-066,temperature,483.27,%,GOOD
963,2026-07-13 03:03:03.963,dev-067,temperature,758.57,A,GOOD
964,2026-07-13 04:04:04.964,dev-068,current,957.99,%,GOOD
965,2026-07-13 05:05:05.965,dev-069,pressure,644.03,V,GOOD
966,2026-07-13 06:06:06.966,dev-070,humidity,9.76,V,GOOD
967,2026-07-13 07:07:07.967,dev-071,voltage,275.81,%,UNCERTAIN
968,2026-07-13 08:08:08.968,dev-072,voltage,609.49,V,UNCERTAIN
969,2026-07-13 09:09:09.969,dev-073,humidity,408.28,C,UNCERTAIN
970,2026-07-13 10:10:10.970,dev-074,pressure,530.16,V,GOOD
971,2026-07-13 11:11:11.971,dev-075,pressure,532.38,kPa,GOOD
972,2026-07-13 12:12:12.972,dev-076,voltage,118.75,C,UNCERTAIN
973,2026-07-13 13:13:13.973,dev-077,voltage,574.86,A,GOOD
974,2026-07-13 14:14:14.974,dev-078,current,228.05,kPa,UNCERTAIN
975,2026-07-13 15:15:15.975,dev-079,humidity,898.49,kPa,GOOD
976,2026-07-13 16:16:16.976,dev-080,pressure,21.48,A,GOOD
977,2026-07-13 17:17:17.977,dev-081,humidity,660.90,kPa,GOOD
978,2026-07-13 18:18:18.978,dev-082,humidity,909.37,V,GOOD
979,2026-07-13 19:19:19.979,dev-083,temperature,188.12,%,GOOD
980,2026-07-13 20:20:20.980,dev-084,temperature,139.31,A,UNCERTAIN
981,2026-07-13 21:21:21.981,dev-085,voltage,832.44,V,UNCERTAIN
982,2026-07-13 22:22:22.982,dev-086,voltage,646.94,kPa,GOOD
983,2026-07-13 23:23:23.983,dev-087,pressure,591.67,%,GOOD
984,2026-07-14 00:24:24.984,dev-088,humidity,329.79,kPa,GOOD
985,2026-07-14 01:25:25.985,dev-089,humidity,613.27,%,GOOD
986,2026-07-14 02:26:26.986,dev-090,pressure,888.19,C,GOOD
987,2026-07-14 03:27:27.987,dev-091,humidity,893.24,kPa,GOOD
988,2026-07-14 04:28:28.988,dev-092,current,75.03,%,GOOD
989,2026-07-14 05:29:29.989,dev-093,voltage,426.22,%,GOOD
990,2026-07-14 06:30:30.990,dev-094,temperature,364.49,A,GOOD
991,2026-07-14 07:31:31.991,dev-095,humidity,896.10,%,GOOD
992,2026-07-14 08:32:32.992,dev-096,voltage,397.79,%,GOOD
993,2026-07-14 09:33:33.993,dev-097,voltage,967.91,kPa,UNCERTAIN
994,2026-07-14 10:34:34.994,dev-098,pressure,530.46,kPa,GOOD
995,2026-07-14 11:35:35.995,dev-099,current,624.75,%,UNCERTAIN
996,2026-07-14 12:36:36.996,dev-100,temperature,216.26,A,GOOD
997,2026-07-14 13:37:37.997,dev-101,temperature,479.97,%,GOOD
998,2026-07-14 14:38:38.998,dev-102,pressure,938.12,A,GOOD
999,2026-07-14 15:39:39.999,dev-103,temperature,366.61,V,GOOD
1000,2026-07-14 16:40:40.000,dev-104,pressure,965.51,kPa,GOOD
1001,2026-07-14 17:41:41.001,dev-105,pressure,571.91,V,GOOD
1002,2026-07-14 18:42:42.002,dev-106,humidity,65.48,%,UNCERTAIN
1003,2026-07-14 19:43:43.003,dev-107,voltage,679.92,A,GOOD
1004,2026-07-14 20:44:44.004,dev-108,temperature,287.36,kPa,GOOD
1005,2026-07-14 21:45:45.005,dev-109,pressure,338.76,kPa,GOOD
1006,2026-07-14 22:46:46.006,dev-110,voltage,200.53,C,GOOD
1007,2026-07-14 23:47:47.007,dev-111,current,513.19,kPa,GOOD
1008,2026-07-15 00:48:48.008,dev-112,voltage,840.58,C,GOOD
1009,2026-07-15 01:49:49.009,dev-113,pressure,586.58,%,GOOD
1010,2026-07-15 02:50:50.010,dev-114,pressure,822.95,V,GOOD
1011,2026-07-15 03:51:51.011,dev-115,temperature,313.23,A,GOOD
1012,2026-07-15 04:52:52.012,dev-116,pressure,200.95,V,UNCERTAIN
1013,2026-07-15 05:53:53.013,dev-117,voltage,721.37,V,GOOD
1014,2026-07-15 06:54:54.014,dev-118,temperature,145.17,V,GOOD
1015,2026-07-15 07:55:55.015,dev-119,voltage,150.84,%,GOOD
1016,2026-07-15 08:56:56.016,dev-120,temperature,220.16,V,GOOD
1017,2026-07-15 09:57:57.017,dev-121,pressure,319.04,C,GOOD
1018,2026-07-15 10:58:58.018,dev-122,pressure,227.07,C,GOOD
1019,2026-07-15 11:59:59.019,dev-123,current,487.57,%,UNCERTAIN
1020,2026-07-15 12:00:00.020,dev-124,current,648.83,A,UNCERTAIN
1021,2026-07-15 13:01:01.021,dev-125,voltage,304.49,kPa,GOOD
1022,2026-07-15 14:02:02.022,dev-126,temperature,436.45,kPa,UNCERTAIN
1023,2026-07-15 15:03:03.023,dev-127,voltage,267.96,V,GOOD
1024,2026-07-15 16:04:04.024,dev-000,humidity,745.95,C,GOOD
1025,2026-07-15 17:05:05.025,dev-001,humidity,169.30,%,GOOD
1026,2026-07-15 18:06:06.026,dev-002,temperature,544.82,kPa,GOOD
1027,2026-07-15 19:07:07.027,dev-003,voltage,113.70,C,GOOD
1028,2026-07-15 20:08:08.028,dev-004,temperature,257.00,kPa,GOOD
1029,2026-07-15 21:09:09.029,dev-005,humidity,298.36,A,GOOD
1030,2026-07-15 22:10:10.030,dev-006,pressure,784.50,C,UNCERTAIN
1031,2026-07-15 23:11:11.031,dev-007,current,905.60,%,GOOD
1032,2026-07-16 00:12:12.032,dev-008,voltage,801.31,A,UNCERTAIN
1033,2026-07-16 01:13:13.033,dev-009,temperature,311.32,kPa,GOOD
1034,2026-07-16 02:14:14.034,dev-010,current,893.88,%,GOOD
1035,2026-07-16 03:15:15.035,dev-011,pressure,547.19,C,GOOD
1036,2026-07-16 04:16:16.036,dev-012,temperature,467.69,kPa,GOOD
1037,2026-07-16 05:17:17.037,dev-013,voltage,292.91,kPa,GOOD
1038,2026-07-16 06:18:18.038,dev-014,pressure,846.76,C,GOOD
1039,2026-07-16 07:19:19.039,dev-015,humidity,987.82,kPa,GOOD
1040,2026-07-16 08:20:20.040,dev-016,voltage,648.35,kPa,GOOD
1041,2026-07-16 09:21:21.041,dev-017,humidity,472.61,kPa,GOOD
1042,2026-07-16 10:22:22.042,dev-018,voltage,151.42,C,UNCERTAIN
1043,2026-07-16 11:23:23.043,dev-019,humidity,404.98,C,GOOD
1044,2026-07-16 12:24:24.044,dev-020,voltage,456.35,C,GOOD
1045,2026-07-16 13:25:25.045,dev-021,temperature,798.01,kPa,GOOD
1046,2026-07-16 14:26:26.046,dev-022,humidity,228.13,A,GOOD
1047,2026-07-16 15:27:27.047,dev-023,current,371.32,V,GOOD
1048,2026-07-16 16:28:28.048,dev-024,current,265.02,kPa,GOOD
1049,2026-07-16 17:29:29.049,dev-025,voltage,24.58,C,GOOD
1050,2026-07-16 18:30:30.050,dev-026,humidity,981.12,A,GOOD
1051,2026-07-16 19:31:31.051,dev-027,humidity,91.42,C,GOOD
1052,2026-07-16 20:32:32.052,dev-028,temperature,317.22,%,GOOD
1053,2026-07-16 21:33:33.053,dev-029,pressure,547.44,%,GOOD
1054,2026-07-16 22:34:34.054,dev-030,pressure,135.88,A,GOOD
1055,2026-07-16 23:35:35.055,dev-031,humidity,629.08,%,GOOD
1056,2026-07-17 00:36:36.056,dev-032,pressure,270.37,%,GOOD
1057,2026-07-17 01:37:37.057,dev-033,temperature,636.55,kPa,GOOD
1058,2026-07-17 02:38:38.058,dev-034,pressure,424.44,V,UNCERTAIN
1059,2026-07-17 03:39:39.059,dev-035,temperature,987.63,V,GOOD
1060,2026-07-17 04:40:40.060,dev-036,humidity,21.01,kPa,GOOD
1061,2026-07-17 05:41:41.061,dev-037,voltage,776.52,%,GOOD
1062,2026-07-17 06:42:42.062,dev-038,current,553.87,A,UNCERTAIN
1063,2026-07-17 07:43:43.063,dev-039,humidity,82.84,kPa,GOOD
1064,2026-07-17 08:44:44.064,dev-040,pressure,360.64,A,GOOD
1065,2026-07-17 09:45:45.065,dev-041,voltage,224.42,kPa,GOOD
1066,2026-07-17 10:46:46.066,dev-042,humidity,230.32,%,GOOD
1067,2026-07-17 11:47:47.067,dev-043,humidity,227.78,kPa,GOOD
1068,2026-07-17 12:48:48.068,dev-044,current,696.04,A,GOOD
1069,2026-07-17 13:49:49.069,dev-045,current,643.95,A,UNCERTAIN
1070,2026-07-17 14:50:50.070,dev-046,temperature,434.15,kPa,GOOD
1071,2026-07-17 15:51:51.071,dev-047,current,59.12,%,GOOD
1072,2026-07-17 16:52:52.072,dev-048,voltage,934.11,V,GOOD
1073,2026-07-17 17:53:53.073,dev-049,humidity,618.89,C,GOOD
1074,2026-07-17 18:54:54.074,dev-050,temperature,871.24,V,GOOD
1075,2026-07-17 19:55:55.075,dev-051,voltage,206.69,V,GOOD
1076,2026-07-17 20:56:56.076,dev-052,voltage,630.29,C,UNCERTAIN
1077,2026-07-17 21:57:57.077,dev-053,pressure,780.51,V,GOOD
1078,2026-07-17 22:58:58.078,dev-054,voltage,939.92,V,GOOD
1079,2026-07-17 23:59:59.079,dev-055,humidity,910.12,kPa,UNCERTAIN
1080,2026-07-18 00:00:00.080,dev-056,temperature,339.23,kPa,UNCERTAIN
1081,2026-07-18 01:01:01.081,dev-057,voltage,671.47,V,GOOD
1082,2026-07-18 02:02:02.082,dev-058,humidity,266.17,C,GOOD
1083,2026-07-18 03:03:03.083,dev-059,voltage,471.14,V,GOOD
1084,2026-07-18 04:04:04.084,dev-060,current,370.76,kPa,UNCERTAIN
1085,2026-07-18 05:05:05.085,dev-061,voltage,385.51,C,UNCERTAIN
1086,2026-07-18 06:06:06.086,dev-062,temperature,839.80,C,UNCERTAIN
1087,2026-07-18 07:07:07.087,dev-063,humidity,289.00,C,UNCERTAIN
1088,2026-07-18 08:08:08.088,dev-064,current,66.96,V,UNCERTAIN
1089,2026-07-18 09:09:09.089,dev-065,humidity,828.75,kPa,UNCERTAIN
1090,2026-07-18 10:10:10.090,dev-066,pressure,528.98,kPa,GOOD
1091,2026-07-18 11:11:11.091,dev-067,pressure,877.75,kPa,UNCERTAIN
1092,2026-07-18 12:12:12.092,dev-068,humidity,500.97,A,GOOD
1093,2026-07-18 13:13:13.093,dev-069,humidity,938.35,V,UNCERTAIN
1094,2026-07-18 14:14:14.094,dev-070,temperature,323.60,kPa,UNCERTAIN
1095,2026-07-18 15:15:15.095,dev-071,pressure,13.32,V,UNCERTAIN
1096,2026-07-18 16:16:16.096,dev-072,temperature,774.52,kPa,UNCERTAIN
1097,2026-07-18 17:17:17.097,dev-073,temperature,716.61,C,GOOD
1098,2026-07-18 18:18:18.098,dev-074,humidity,669.14,V,GOOD
1099,2026-07-18 19:19:19.099,dev-075,pressure,316.08,A,GOOD
1100,2026-07-18 20:20:20.100,dev-076,humidity,357.06,C,GOOD
1101,2026-07-18 21:21:21.101,dev-077,pressure,773.00,V,GOOD
1102,2026-07-18 22:22:22.102,dev-078,pressure,255.66,kPa,GOOD
1103,2026-07-18 23:23:23.103,dev-079,pressure,46.17,kPa,GOOD
1104,2026-07-19 00:24:24.104,dev-080,pressure,106.55,A,GOOD
1105,2026-07-19 01:25:25.105,dev-081,humidity,706.65,%,GOOD
1106,2026-07-19 02:26:26.106,dev-082,voltage,987.51,C,UNCERTAIN
1107,2026-07-19 03:27:27.107,dev-083,voltage,852.07,A,GOOD
1108,2026-07-19 04:28:28.108,dev-084,temperature,160.86,V,GOOD
1109,2026-07-19 05:29:29.109,dev-085,voltage,948.51,kPa,GOOD
1110,2026-07-19 06:30:30.110,dev-086,current,892.02,C,GOOD
1111,2026-07-19 07:31:31.111,dev-087,temperature,523.83,%,UNCERTAIN
1112,2026-07-19 08:32:32.112,dev-088,voltage,368.72,kPa,GOOD
1113,2026-07-19 09:33:33.113,dev-089,current,868.26,A,GOOD
1114,2026-07-19 10:34:34.114,dev-090,voltage,155.07,kPa,UNCERTAIN
1115,2026-07-19 11:35:35.115,dev-091,temperature,238.13,A,GOOD
1116,2026-07-19 12:36:36.116,dev-092,temperature,213.18,C,GOOD
1117,2026-07-19 13:37:37.117,dev-093,current,628.50,V,GOOD
1118,2026-07-19 14:38:38.118,dev-094,voltage,477.64,C,UNCERTAIN
1119,2026-07-19 15:39:39.119,dev-095,humidity,403.39,%,UNCERTAIN
1120,2026-07-19 16:40:40.120,dev-096,humidity,100.18,A,GOOD
1121,2026-07-19 17:41:41.121,dev-097,voltage,55.27,V,UNCERTAIN
1122,2026-07-19 18:42:42.122,dev-098,pressure,533.94,%,UNCERTAIN
1123,2026-07-19 19:43:43.123,dev-099,current,298.22,C,GOOD
1124,2026-07-19 20:44:44.124,dev-100,current,670.54,V,GOOD
1125,2026-07-19 21:45:45.125,dev-101,pressure,560.65,A,UNCERTAIN
1126,2026-07-19 22:46:46.126,dev-102,pressure,319.63,kPa,GOOD
1127,2026-07-19 23:47:47.127,dev-103,pressure,303.82,A,GOOD
1128,2026-07-20 00:48:48.128,dev-104,humidity,117.31,C,GOOD
1129,2026-07-20 01:49:49.129,dev-105,voltage,438.73,kPa,GOOD
1130,2026-07-20 02:50:50.130,dev-106,humidity,600.04,A,GOOD
